A1	B2	C1
A2	B2	C2
A2	B2	C2
A2	B1	C2
A2	B2	C2
A1	B2	C2
A2	B1	C2
A2	B1	C2
A1	B2	C2
A2	B2	C2
A2	B2	C2
A2	B2	C2
A2	B2	C2
A2	B1	C1
A2	B2	C2
A2	B2	C2
A2	B2	C2
A2	B1	C2
A2	B1	C2
A2	B2	C2
A2	B1	C2
A2	B2	C2
A2	B1	C2
A2	B1	C2
A2	B1	C1
A2	B1	C2
A2	B1	C1
A2	B2	C2
A2	B1	C2
A2	B1	C2
A2	B2	C2
A2	B1	C2
A2	B2	C2
A2	B1	C2
A1	B2	C1
A2	B1	C2
A2	B2	C2
A1	B2	C1
A2	B1	C2
A2	B2	C2
A2	B1	C1
A2	B2	C2
A2	B1	C2
A2	B1	C2
A2	B1	C2
A2	B1	C2
A2	B1	C2
A2	B2	C2
A2	B1	C2
